eps,sample_id,l2_norm,cpop,log_l2,log_cpop
0.2,22,0.19999584555625916,0.1939065009355545,-0.6989790201187134,-0.712407648563385
0.2,23,0.1999979466199875,0.0802236869931221,-0.6989744901657104,-1.0956974029541016
0.2,24,0.20000000298023224,0.2573474049568176,-0.6989700198173523,-0.5894802212715149
0.2,25,0.19995591044425964,0.17683784663677216,-0.6990657448768616,-0.7524247765541077
0.2,26,0.19999931752681732,0.029319196939468384,-0.6989715099334717,-1.5328478813171387
0.2,27,0.19998541474342346,0.27513840794563293,-0.699001669883728,-0.5604487657546997
0.2,28,0.19999998807907104,0.1765887439250946,-0.6989700198173523,-0.7530369758605957
0.2,29,0.20000001788139343,0.15555085241794586,-0.6989699602127075,-0.8081276416778564
0.2,30,0.1999995857477188,0.0751166120171547,-0.6989709138870239,-1.1242640018463135
0.2,31,0.19999876618385315,0.12602417171001434,-0.6989727020263672,-0.8995461463928223
0.2,32,0.19999995827674866,0.03579375892877579,-0.6989700794219971,-1.446192741394043
0.2,33,0.19998937845230103,0.07462576776742935,-0.6989930868148804,-1.1271111965179443
0.2,34,0.19999870657920837,0.060500018298625946,-0.6989728212356567,-1.2182445526123047
0.2,35,0.19999977946281433,0.12587668001651764,-0.6989704966545105,-0.9000546932220459
0.2,36,0.19999995827674866,0.0348844975233078,-0.6989700794219971,-1.4573675394058228
0.2,37,0.19999995827674866,0.13013818860054016,-0.6989700794219971,-0.8855952024459839
0.2,38,0.19999995827674866,0.04250026494264603,-0.6989700794219971,-1.3716083765029907
0.2,39,0.19984345138072968,0.3731083571910858,-0.6993100643157959,-0.4281650185585022
0.2,40,0.19990278780460358,0.12253161519765854,-0.6991811394691467,-0.9117518663406372
0.2,41,0.1999960094690323,0.3992825150489807,-0.6989786624908447,-0.3987196981906891
0.2,42,0.1999998837709427,0.020966120064258575,-0.6989702582359314,-1.678481936454773
0.2,43,0.19999997317790985,0.1734863519668579,-0.6989700794219971,-0.7607346773147583
0.2,44,0.19999979436397552,0.2451411634683609,-0.6989704370498657,-0.6105837821960449
0.2,45,0.20000001788139343,0.11752468347549438,-0.6989699602127075,-0.9298709034919739
0.2,46,0.19999989867210388,0.4474451541900635,-0.6989701986312866,-0.3492601811885834
0.2,47,0.19994638860225677,0.07630032300949097,-0.6990864276885986,-1.1174736022949219
0.2,48,0.19999974966049194,0.1132243350148201,-0.6989705562591553,-0.9460602402687073
0.2,49,0.19999992847442627,0.0492832213640213,-0.6989701390266418,-1.3073009252548218
0.3,0,0.2999999821186065,0.1849801987409591,-0.5228787711663068,-0.7328747582877533
0.3,1,0.2999999523162842,0.0564914792776107,-0.5228788143095919,-1.248017052743014
0.3,2,0.2999999821186065,0.0884003639221191,-0.5228787711663068,-1.053545947101827
0.3,3,0.2999999523162842,0.138384461402893,-0.5228788143095919,-0.8589126722046674
0.3,4,0.2999999523162842,0.0699177235364914,-0.5228788143095919,-1.1554127204141964
0.3,5,0.2999999523162842,0.2784701585769653,-0.5228788143095919,-0.5552213378681313
0.3,6,0.3000000417232513,0.0593357533216476,-0.5228786848797491,-1.226683539498317
0.3,7,0.3000000417232513,0.1269855201244354,-0.5228786848797491,-0.8962457978517302
0.3,8,0.2999999225139618,0.0290945172309875,-0.5228788574528814,-1.5361888447141738
0.3,9,0.2997680604457855,0.1527306735515594,-0.5232146420384175,-0.8160737329736972
0.3,10,0.2665999233722687,0.2432087957859039,-0.5741399797496377,-0.6140207226056937
0.3,11,0.299998015165329,0.0273249447345733,-0.5228816186323265,-1.5634407077494994
0.3,12,0.2998724281787872,0.1147421896457672,-0.5230634636845574,-0.9402768666550736
0.3,13,0.2999872267246246,0.2107944339513778,-0.5228972368840422,-0.6761408608983759
0.3,14,0.3000000119209289,0.1257986426353454,-0.5228787280230258,-0.9003240448936094
0.3,15,0.2908382713794708,0.1588061153888702,-0.5363484452844924,-0.7991327775480701
0.3,16,0.2999995648860931,0.0980048179626464,-0.5228793751726903,-1.008752573663031
0.3,17,0.2999972105026245,0.0432729423046112,-0.5228827835101701,-1.3637835743364408
0.3,18,0.2999970614910126,0.1326072812080383,-0.5228829992286322,-0.8774326290107612
0.3,19,0.3000000119209289,0.2174540311098098,-0.5228787280230258,-0.6626325370788048
0.3,20,0.2999996840953827,0.604689359664917,-0.522879202599352,-0.21846767333133074
0.3,21,0.2999999523162842,0.106837972998619,-0.5228788143095919,-0.9712743602974777
0.3,22,0.2999967634677887,0.3096879720687866,-0.5228834306658778,-0.5090756618230452
0.3,23,0.2999976277351379,0.1486395448446273,-0.5228821794990465,-0.8278656332197111
0.3,24,0.2999953329563141,0.1863045990467071,-0.5228855015706229,-0.7297764241378213
0.3,25,0.3000000119209289,0.1528624296188354,-0.5228787280230258,-0.8156992419532705
0.3,26,0.3000000119209289,0.0804489403963089,-0.5228787280230258,-1.09447967167765
0.3,27,0.2999978363513946,0.0849059075117111,-0.5228818774937996,-1.0710620917291656
0.3,28,0.3000000119209289,0.0358874499797821,-0.5228787280230258,-1.4450573998181755
0.3,29,0.3000000119209289,0.1020813584327697,-0.5228787280230258,-0.9910535592740639
0.3,30,0.2999896109104156,0.1932131052017212,-0.5228937852883541,-0.7139634197229783
0.3,31,0.2999977469444275,0.080084353685379,-0.5228820069245939,-1.0964523250125024
0.3,32,0.3000000417232513,0.1383751928806305,-0.5228786848797491,-0.8589417607514495
0.3,33,0.2999999225139618,0.1270741671323776,-0.5228788574528814,-0.8959427280623858
0.3,34,0.3000000119209289,0.2562868297100067,-0.5228787280230258,-0.5912737111440168
0.3,35,0.299927681684494,0.1763432919979095,-0.5229834493854348,-0.7536410560061371
0.3,36,0.2999988496303558,0.029125303030014,-0.5228804106141592,-1.535729547388129
0.3,37,0.2777295410633087,0.2084542363882064,-0.5563779234962458,-0.6809892743379923
0.3,38,0.2999289929866791,0.2731027007102966,-0.5229815506275244,-0.5636740051045743
0.3,39,0.2999999523162842,0.1759824007749557,-0.5228788143095919,-0.7545307618931996
0.3,40,0.3000000417232513,0.1548166126012802,-0.5228786848797491,-0.8101824391701666
0.3,41,0.2999991476535797,0.0751373171806335,-0.5228799791799137,-1.1241443157198985
0.3,42,0.2999995946884155,0.125461995601654,-0.5228793320293492,-0.9014878088448055
0.3,43,0.2999999523162842,0.0356752723455429,-0.5228788143095919,-1.4476327027903306
0.3,44,0.2999997437000274,0.0407125204801559,-0.5228791163127088,-1.390272009958137
0.3,45,0.2999781370162964,0.0746476054191589,-0.5229103963442642,-1.126984119217263
0.3,46,0.2999977171421051,0.0605664104223251,-0.5228820500682005,-1.217768164820637
0.3,47,0.299989104270935,0.133140280842781,-0.5228945187501426,-0.8756905312934555
0.3,48,0.2999998927116394,0.125127911567688,-0.5228789005961753,-0.9026458039136713
0.3,49,0.2999997735023498,0.0349790453910827,-0.5228790731693935,-1.4561920469740448
0.5,0,0.5,0.182912990450859,-0.3010299956639812,-0.7377554499047471
0.5,1,0.499998927116394,0.0561000108718872,-0.3010309275598406,-1.2510370545798428
0.5,2,0.4999956786632538,0.088063046336174,-0.30103374914560793,-1.055206295209596
0.5,3,0.4999998807907104,0.1362369656562805,-0.3010300992078669,-0.8657050377803999
0.5,4,0.4999999105930328,0.0696531385183334,-0.30103007332189313,-1.1570593098145436
0.5,5,0.4999998807907104,0.2691900134086609,-0.3010300992078669,-0.5699410558966541
0.5,6,0.4999998211860657,0.0591077506542205,-0.3010301509798189,-1.2283555674155728
0.5,7,0.4999999403953552,0.125091940164566,-0.30103004743592093,-0.9027706715601163
0.5,8,0.4935102462768554,0.0289425104856491,-0.3067038260636382,-1.538463800695322
0.5,9,0.4997507333755493,0.1493771374225616,-0.30124655988974436,-0.8257158673868987
0.5,10,0.4412159919738769,0.2346051931381225,-0.35534875484439843,-0.6296623787240345
0.5,11,0.4999940097332001,0.0273593366146087,-0.30103519877478196,-1.5628944372190137
0.5,12,0.4998187720775604,0.1139466017484664,-0.3011874367717946,-0.943298622338771
0.5,13,0.4999776184558868,0.2045643478631973,-0.3010494364613092,-0.6891700542771462
0.5,14,0.5,0.1235558092594146,-0.3010299956639812,-0.9081368304319049
0.5,15,0.5,0.0520518571138381,-0.3010299956639812,-1.2835637710544219
0.5,16,0.3974435031414032,0.1576992571353912,-0.4007245978698371,-0.802170352471733
0.5,17,0.4999975562095642,0.0971232056617736,-0.3010321183185709,-1.012676991649344
0.5,18,0.4999999403953552,0.0986287742853164,-0.30103004743592093,-1.0059963640621434
0.5,19,0.4999871551990509,0.0430806130170822,-0.3010411526596379,-1.3657181255216433
0.5,20,0.4999929666519165,0.0763903260231018,-0.3010361047954729,-1.1169616364609714
0.5,21,0.4999995231628418,0.1305635273456573,-0.30103040983967183,-0.8841781253942789
0.5,22,0.4839680790901184,0.1575289219617843,-0.3151832820171367,-0.8026396990471774
0.5,23,0.4999999105930328,0.2132079750299453,-0.30103007332189313,-0.6711965545857973
0.5,24,0.4999992251396179,0.5481010675430298,-0.3010306686996791,-0.26113935204639943
0.5,25,0.4999999701976776,0.1051604598760604,-0.3010300215499503,-0.978147523353059
0.5,26,0.4999995529651642,0.0918936878442764,-0.3010303839536796,-1.0367143191748063
0.5,27,0.4999963939189911,0.2963080108165741,-0.30103312787744313,-0.5282566070201029
0.5,28,0.4999926686286926,0.1463342010974884,-0.3010363636588746,-0.8346541590966751
0.5,29,0.4999816119670868,0.1831704080104828,-0.30104596760013,-0.737144687195567
0.5,30,0.4999999701976776,0.1488232016563415,-0.3010300215499503,-0.8273293566542282
0.5,31,0.4999923706054687,0.0722003579139709,-0.3010366225224307,-1.1414606495262434
0.5,32,0.4999999701976776,0.0802172571420669,-0.3010300215499503,-1.0957321918735712
0.5,33,0.4999960064888,0.0846491754055023,-0.3010334643975888,-1.0723772681348973
0.5,34,0.4999999701976776,0.0358639508485794,-0.3010300215499503,-1.445341869340942
0.5,35,0.4999999701976776,0.1010848730802536,-0.3010300215499503,-0.9953138298620274
0.5,36,0.4999450743198395,0.1870515793561935,-0.30107770612417567,-0.7280386205169171
0.5,37,0.4999851584434509,0.0800250321626663,-0.30104288706753485,-1.0967741426375546
0.5,38,0.4999999701976776,0.1366191804409027,-0.3010300215499503,-0.8644883242644337
0.5,39,0.4999997913837433,0.124453455209732,-0.30103017686579725,-0.9049930415408046
0.5,40,0.4999999403953552,0.2444245666265487,-0.30103004743592093,-0.6118551461620383
0.5,41,0.4997855126857757,0.1084717959165573,-0.30121633694869276,-0.9646831693739991
0.5,42,0.4998637735843658,0.1756181120872497,-0.30114833654706646,-0.7554306958677757
0.5,43,0.4999979436397552,0.0290895253419876,-0.3010317817994684,-1.5362633651413007
0.5,44,0.4997737407684326,0.2004548162221908,-0.3012265664147821,-0.6979835047235454
