classifier,arch_type,attack,label,cpop,fs,lid,lid_ext,maha,kd
resnet50,CNN,FGSM,0,-0.027351006865501404,0.31603744626045227,80.69868469238281,80.69868469238281,17.962846755981445,0.7205805778503418
resnet50,CNN,FGSM,1,-0.01818355917930603,0.19525180757045746,33.39803695678711,33.39803695678711,11.297148704528809,0.4563422203063965
resnet50,CNN,FGSM,0,-0.11485958844423294,0.5546057224273682,27.99418830871582,27.99418830871582,16.39817237854004,0.5225620269775391
resnet50,CNN,FGSM,1,-0.030902110040187836,0.3920019268989563,35.90839385986328,35.90839385986328,16.867752075195312,0.6262750625610352
resnet50,CNN,FGSM,0,-0.05252866446971893,0.9108981490135193,38.65037536621094,38.65037536621094,15.612272262573242,0.5351934432983398
resnet50,CNN,FGSM,1,-0.02117866277694702,0.47290533781051636,28.708919525146484,28.708919525146484,15.543158531188965,0.4935617446899414
resnet50,CNN,FGSM,0,-0.1596377044916153,0.722659707069397,43.61750030517578,43.61750030517578,17.212066650390625,0.8008785247802734
resnet50,CNN,FGSM,1,-0.03756413608789444,0.5129982829093933,51.5177001953125,51.5177001953125,17.66163444519043,0.8092026710510254
resnet50,CNN,FGSM,0,-0.09871570765972137,0.5194389820098877,76.53450012207031,76.53450012207031,14.187616348266602,0.612553596496582
resnet50,CNN,FGSM,1,-0.027735434472560883,0.231586754322052,65.05355072021484,65.05355072021484,11.731045722961426,0.47852087020874023
resnet50,CNN,FGSM,0,-0.09920742362737656,0.11431577056646347,44.16446304321289,44.16446304321289,18.971158981323242,0.610175609588623
resnet50,CNN,FGSM,1,-0.028082117438316345,0.48977166414260864,32.410743713378906,32.410743713378906,13.97752571105957,0.45208024978637695
resnet50,CNN,FGSM,0,-0.0433335155248642,0.30776816606521606,40.51949691772461,40.51949691772461,15.366604804992676,0.5811476707458496
resnet50,CNN,FGSM,1,-0.018897563219070435,0.6021419167518616,68.88780212402344,68.88780212402344,13.221827507019043,0.5019493103027344
resnet50,CNN,FGSM,0,-0.07719386368989944,0.4486050605773926,39.41400146484375,39.41400146484375,8.690239906311035,0.42621803283691406
resnet50,CNN,FGSM,1,-0.024553261697292328,0.22809898853302002,40.07944107055664,40.07944107055664,7.67055606842041,0.40450572967529297
resnet50,CNN,FGSM,0,-0.1335466355085373,0.627677321434021,43.749916076660156,43.749916076660156,14.5388765335083,0.5695066452026367
resnet50,CNN,FGSM,1,-0.028907425701618195,0.4440317749977112,31.680910110473633,31.680910110473633,16.247438430786133,0.6536045074462891
resnet50,CNN,FGSM,0,-0.22035977244377136,0.7719426155090332,38.989601135253906,38.989601135253906,16.89210319519043,0.6107149124145508
resnet50,CNN,FGSM,1,-0.030859343707561493,0.7103526592254639,74.5075912475586,74.5075912475586,16.651897430419922,0.6396536827087402
resnet50,CNN,FGSM,0,-0.6506706476211548,0.8960139155387878,62.81476974487305,62.81476974487305,18.370365142822266,0.9212737083435059
resnet50,CNN,FGSM,1,-0.033743247389793396,0.5701706409454346,48.54671859741211,48.54671859741211,16.71115493774414,0.7089118957519531
resnet50,CNN,FGSM,0,-0.10734114050865173,0.180955708026886,24.85005760192871,24.85005760192871,15.089850425720215,0.4350309371948242
resnet50,CNN,FGSM,1,-0.028507418930530548,0.3599042296409607,45.726539611816406,45.726539611816406,11.383818626403809,0.44312286376953125
