classifier,arch_type,attack,label,cpop,fs,lid,lid_ext,maha,kd
densenet121,CNN,BIM,1,-0.05534171313047409,0.01879258267581463,52.935813903808594,31.567628860473633,302.3728942871094,2.5867903232574463
densenet121,CNN,BIM,0,-0.22511917352676392,0.14734211564064026,21.361459732055664,54.69428634643555,104.36187744140625,0.4815235137939453
densenet121,CNN,BIM,1,-0.056169264018535614,1.7444159984588623,48.58460998535156,48.41131591796875,246.04837036132812,1.5643439292907715
densenet121,CNN,BIM,0,-0.1253364086151123,1.6037356853485107,24.987215042114258,86.04350280761719,127.54499053955078,0.667661190032959
densenet121,CNN,BIM,1,-0.04877267777919769,0.3225420117378235,48.41542053222656,84.18836975097656,297.1211853027344,2.2560906410217285
densenet121,CNN,BIM,0,-0.10891305655241013,1.2129228115081787,27.815629959106445,44.60780715942383,86.09922790527344,0.47377967834472656
densenet121,CNN,BIM,1,-0.04619404673576355,0.0012241756776347756,31.136388778686523,58.10344696044922,241.5041046142578,2.1091725826263428
densenet121,CNN,BIM,0,-0.15140719711780548,0.576949417591095,25.411346435546875,92.1014175415039,119.59466552734375,0.5234375
densenet121,CNN,BIM,1,-0.0518161877989769,0.022497838363051414,59.506690979003906,101.57656860351562,251.2120819091797,1.5679516792297363
densenet121,CNN,BIM,0,-0.2631164789199829,0.1854165494441986,23.097192764282227,67.1727523803711,105.85033416748047,0.5312633514404297
densenet121,CNN,BIM,1,-0.05848579853773117,0.53291255235672,35.63381576538086,66.7802505493164,277.8792724609375,1.5750455856323242
densenet121,CNN,BIM,0,-0.10178902745246887,0.37795424461364746,20.983530044555664,42.29691696166992,103.45893096923828,0.5247573852539062
densenet121,CNN,BIM,1,-0.04504121094942093,0.4428715705871582,52.31113052368164,41.52531051635742,262.9125061035156,1.7822794914245605
densenet121,CNN,BIM,0,-0.26924213767051697,0.6056942343711853,17.535614013671875,41.4227294921875,98.43179321289062,0.43393421173095703
densenet121,CNN,BIM,1,-0.05590565502643585,0.20707668364048004,76.69872283935547,39.08264923095703,266.1396484375,2.2819299697875977
densenet121,CNN,BIM,0,-0.20461295545101166,0.04256070405244827,54.87548065185547,126.9618911743164,137.25985717773438,0.5997428894042969
densenet121,CNN,BIM,1,-0.06438928842544556,0.15529316663742065,57.87321090698242,118.47405242919922,262.1598205566406,1.5524964332580566
densenet121,CNN,BIM,0,-0.11501770466566086,0.0026956622023135424,25.549367904663086,40.6059455871582,113.75637817382812,0.5110602378845215
densenet121,CNN,BIM,1,-0.053144171833992004,0.16085973381996155,59.345802307128906,42.42458724975586,203.09036254882812,1.1360440254211426
densenet121,CNN,BIM,0,-0.06128964573144913,0.14043283462524414,19.213977813720703,53.142696380615234,93.60955810546875,0.5032553672790527
densenet121,CNN,BIM,1,-0.03436318039894104,0.027672959491610527,51.30807876586914,59.53729248046875,226.0064239501953,1.3699193000793457
densenet121,CNN,BIM,0,-0.11817512661218643,0.7948267459869385,33.11251449584961,57.89662170410156,129.67234802246094,0.5938491821289062
densenet121,CNN,BIM,1,-0.04783724248409271,0.24410077929496765,43.22264862060547,49.06401824951172,266.28338623046875,1.7863750457763672
densenet121,CNN,BIM,0,-0.28813886642456055,1.7090749740600586,13.036576271057129,42.310577392578125,96.17742156982422,0.5541219711303711
densenet121,CNN,BIM,1,-0.05858961492776871,0.8982853293418884,25.630165100097656,32.31297302246094,200.3546600341797,1.4503774642944336
densenet121,CNN,BIM,0,-0.2406359314918518,0.7312698364257812,20.584165573120117,22.384233474731445,85.97853088378906,0.44217872619628906
densenet121,CNN,BIM,1,-0.05509915202856064,0.006564298644661903,109.96791076660156,25.941904067993164,236.78945922851562,1.6216182708740234
densenet121,CNN,BIM,0,-0.22464227676391602,0.010838576592504978,22.178020477294922,46.0784912109375,125.07308197021484,0.5205621719360352
densenet121,CNN,BIM,1,-0.058688946068286896,0.6704899668693542,30.962087631225586,42.74320983886719,190.05458068847656,1.126570224761963
densenet121,CNN,BIM,0,-0.052250295877456665,0.791114866733551,28.512826919555664,42.116729736328125,101.3810043334961,0.44881725311279297
densenet121,CNN,BIM,1,-0.03287224471569061,0.025597140192985535,45.629417419433594,38.49746322631836,238.77865600585938,2.037374496459961
densenet121,CNN,BIM,0,-0.07272722572088242,5.467063601827249e-07,61.13325119018555,65.59139251708984,172.9789581298828,0.6658482551574707
densenet121,CNN,BIM,1,-0.04344461113214493,1.6980106830596924,80.93602752685547,62.67232894897461,317.0934753417969,1.6147918701171875
densenet121,CNN,BIM,0,-0.13811779022216797,0.7716025114059448,22.32455825805664,45.754337310791016,91.23799896240234,0.48221635818481445
densenet121,CNN,BIM,1,-0.05136571079492569,0.0032789232209324837,47.61668014526367,41.333438873291016,321.509033203125,2.975891590118408
densenet121,CNN,BIM,0,-0.09793039411306381,1.8211474418640137,30.881101608276367,79.18990325927734,126.0167007446289,0.46991777420043945
densenet121,CNN,BIM,1,-0.044142767786979675,1.7073876857757568,69.01216125488281,65.5767593383789,266.5957946777344,1.8759641647338867
densenet121,CNN,BIM,0,-0.20167919993400574,0.026307838037610054,31.912513732910156,62.8939323425293,129.9859161376953,0.5392260551452637
densenet121,CNN,BIM,1,-0.05280338227748871,0.4944031834602356,57.142822265625,76.89397430419922,209.82249450683594,1.2580032348632812
densenet121,CNN,BIM,0,-0.04256319999694824,0.04846087843179703,26.909133911132812,57.77603530883789,116.8894271850586,0.5506119728088379
densenet121,CNN,BIM,1,-0.027194716036319733,0.6622263789176941,77.51708221435547,59.15864562988281,356.51373291015625,2.7626707553863525
densenet121,CNN,BIM,0,-0.17935387790203094,0.01480120699852705,29.189746856689453,49.68075180053711,129.52719116210938,0.5630245208740234
densenet121,CNN,BIM,1,-0.05324602872133255,0.003396606771275401,64.59248352050781,47.28329849243164,254.10289001464844,1.4082059860229492
densenet121,CNN,BIM,0,-0.16105537116527557,1.6576402686041547e-06,20.437334060668945,17.9113826751709,155.20635986328125,0.7069425582885742
densenet121,CNN,BIM,1,-0.0550837516784668,1.945015788078308,22.121639251708984,21.23866844177246,171.12127685546875,1.1766738891601562
densenet121,CNN,BIM,0,-0.050073906779289246,0.09386058151721954,22.030189514160156,78.85001373291016,132.9868621826172,0.6075024604797363
densenet121,CNN,BIM,1,-0.02934989333152771,0.00210741488263011,37.38945007324219,81.96650695800781,196.96942138671875,1.7678370475769043
densenet121,CNN,BIM,0,-0.4363073706626892,0.17013294994831085,34.95924377441406,45.69102478027344,100.49959564208984,0.48334169387817383
densenet121,CNN,BIM,1,-0.09693799912929535,0.6082784533500671,44.60992431640625,49.39101028442383,167.45465087890625,0.9891881942749023
densenet121,CNN,BIM,0,-0.08463402837514877,6.512485924758948e-06,38.64065933227539,64.62042999267578,147.38381958007812,0.6338233947753906
densenet121,CNN,BIM,1,-0.04302654415369034,0.8815770149230957,47.784542083740234,78.71072387695312,217.1511993408203,1.6121177673339844
densenet121,CNN,BIM,0,-0.11521287262439728,0.0993761345744133,22.909549713134766,54.21073913574219,95.28385162353516,0.48793792724609375
densenet121,CNN,BIM,1,-0.047196559607982635,0.03711865842342377,60.1925048828125,46.97735595703125,233.5707244873047,1.9503211975097656
densenet121,CNN,BIM,0,-0.08604013174772263,0.08846026659011841,28.70458221435547,57.38435363769531,157.46194458007812,0.6609025001525879
densenet121,CNN,BIM,1,-0.04271908849477768,0.7449151873588562,37.409725189208984,55.92972183227539,258.2423400878906,2.0193827152252197
densenet121,CNN,BIM,0,-0.142038494348526,0.18653671443462372,21.751686096191406,105.7004165649414,96.87510681152344,0.5439248085021973
densenet121,CNN,BIM,1,-0.050987884402275085,0.015043718740344048,46.09458541870117,85.3880615234375,256.8731384277344,2.1062307357788086
densenet121,CNN,BIM,0,-0.06301860511302948,0.05362781137228012,26.830554962158203,60.29764938354492,136.91375732421875,0.7462368011474609
densenet121,CNN,BIM,1,-0.033912576735019684,1.1426050662994385,70.7529296875,74.77398681640625,242.60079956054688,1.9869165420532227
densenet121,CNN,BIM,0,-0.09796927124261856,0.9422324299812317,29.93803596496582,84.81827545166016,104.9070816040039,0.5139298439025879
densenet121,CNN,BIM,1,-0.04312167316675186,0.0004769611987285316,38.87512969970703,81.66853332519531,234.7139434814453,1.5973725318908691
densenet121,CNN,BIM,0,-0.041255369782447815,1.4768494367599487,16.232406616210938,46.533226013183594,100.19551086425781,0.46733522415161133
densenet121,CNN,BIM,1,-0.026430100202560425,0.3054444491863251,46.399322509765625,28.445287704467773,220.75802612304688,1.6422905921936035
densenet121,CNN,BIM,0,-0.21761447191238403,0.3040521740913391,22.98271369934082,60.37833786010742,111.55186462402344,0.5462002754211426
densenet121,CNN,BIM,1,-0.05295471101999283,0.020875580608844757,29.18459701538086,60.173946380615234,209.79403686523438,1.9523344039916992
densenet121,CNN,BIM,0,-0.03648631274700165,0.04646173119544983,15.00102710723877,37.58125686645508,89.93596649169922,0.477078914642334
densenet121,CNN,BIM,1,-0.026040352880954742,0.025019269436597824,41.604339599609375,38.54603958129883,223.13526916503906,1.2998676300048828
densenet121,CNN,BIM,0,-0.22865942120552063,0.3054340183734894,17.378633499145508,25.375713348388672,84.39644622802734,0.41922807693481445
densenet121,CNN,BIM,1,-0.057696230709552765,0.04239640757441521,32.43345260620117,26.324045181274414,190.7373504638672,1.0851454734802246
densenet121,CNN,BIM,0,-0.05599134415388107,0.02410699427127838,28.404016494750977,20.339401245117188,97.4941635131836,0.4767899513244629
densenet121,CNN,BIM,1,-0.034101471304893494,0.5236561894416809,42.72394561767578,28.429710388183594,246.323486328125,1.9274730682373047
densenet121,CNN,BIM,0,-0.12511345744132996,0.42903631925582886,22.38335418701172,63.55717086791992,89.07032012939453,0.44760990142822266
densenet121,CNN,BIM,1,-0.04979300498962402,1.4586751461029053,20.63111686706543,60.21379852294922,187.47079467773438,1.4771537780761719
densenet121,CNN,BIM,0,-0.16178414225578308,1.4690978527069092,39.518035888671875,87.5165786743164,117.7339859008789,0.5069971084594727
densenet121,CNN,BIM,1,-0.05152570456266403,1.1217055320739746,56.92621994018555,74.89837646484375,273.82293701171875,2.2223100662231445
densenet121,CNN,BIM,0,-0.028894081711769104,0.5768749713897705,21.98504638671875,27.505800247192383,99.44744110107422,0.5184731483459473
densenet121,CNN,BIM,1,-0.020995497703552246,0.10805779695510864,48.148563385009766,32.58090591430664,203.5586395263672,1.6726393699645996
densenet121,CNN,BIM,0,-0.15996524691581726,1.6817735433578491,17.79652976989746,27.070138931274414,103.96595001220703,0.5565886497497559
densenet121,CNN,BIM,1,-0.05135326832532883,0.08727363497018814,48.52367401123047,26.716228485107422,335.9340515136719,2.560116767883301
densenet121,CNN,BIM,0,-0.10330206155776978,0.6328263878822327,28.526697158813477,110.32256317138672,92.8676986694336,0.4590721130371094
densenet121,CNN,BIM,1,-0.04484716057777405,0.7336599230766296,38.4776496887207,87.41277313232422,228.78170776367188,1.6306934356689453
densenet121,CNN,BIM,0,-0.2484891712665558,1.1836137771606445,15.793754577636719,39.85169219970703,89.04090881347656,0.4305133819580078
densenet121,CNN,BIM,1,-0.056330665946006775,0.7752104997634888,30.40340805053711,39.92768478393555,202.06455993652344,1.5632514953613281
densenet121,CNN,BIM,0,-0.15363651514053345,0.18153458833694458,23.999494552612305,40.56187057495117,101.49179077148438,0.5213875770568848
densenet121,CNN,BIM,1,-0.05516180396080017,0.03996521979570389,30.669946670532227,40.18198776245117,208.4308624267578,1.3866348266601562
densenet121,CNN,BIM,0,-0.07254608720541,0.10796144604682922,19.086206436157227,34.72539138793945,80.7145004272461,0.45137643814086914
densenet121,CNN,BIM,1,-0.03799232095479965,0.26965445280075073,27.179567337036133,40.662166595458984,171.90869140625,1.217637062072754
densenet121,CNN,BIM,0,-0.30793946981430054,0.3339141309261322,16.793455123901367,26.58477210998535,87.32532501220703,0.5011286735534668
densenet121,CNN,BIM,1,-0.05846530199050903,0.04420410469174385,20.24822425842285,24.411388397216797,183.97186279296875,1.2334747314453125
densenet121,CNN,BIM,0,-0.032468415796756744,0.6947156190872192,23.261417388916016,45.37480926513672,86.94156646728516,0.4501676559448242
densenet121,CNN,BIM,1,-0.02346685528755188,1.7159637212753296,34.00418472290039,85.20067596435547,231.287841796875,1.7252330780029297
densenet121,CNN,BIM,0,-0.08637646585702896,0.3207048177719116,52.977447509765625,83.21910858154297,115.54721069335938,0.5344576835632324
densenet121,CNN,BIM,1,-0.04273860156536102,0.07126361131668091,86.54426574707031,85.1856460571289,349.4141540527344,2.4474494457244873
densenet121,CNN,BIM,0,-0.0721508115530014,0.9517562985420227,23.912052154541016,54.41450500488281,91.99264526367188,0.44229793548583984
densenet121,CNN,BIM,1,-0.03754114359617233,0.14366790652275085,37.76075744628906,62.95314407348633,230.38311767578125,1.7556366920471191
densenet121,CNN,BIM,0,-0.021366670727729797,0.5865861177444458,47.117427825927734,55.8411865234375,117.8425064086914,0.48100948333740234
densenet121,CNN,BIM,1,-0.016541868448257446,0.4311068058013916,40.24113464355469,57.91533279418945,232.33755493164062,1.5663566589355469
densenet121,CNN,BIM,0,-0.2986723780632019,0.808083176612854,21.95181655883789,57.165771484375,89.40347290039062,0.4413151741027832
densenet121,CNN,BIM,1,-0.05955067276954651,0.0043016537092626095,46.67866897583008,66.80432891845703,271.27789306640625,1.5962724685668945
densenet121,CNN,BIM,0,-0.25392720103263855,0.09856583923101425,36.904659271240234,62.46715545654297,128.82460021972656,0.6769089698791504
densenet121,CNN,BIM,1,-0.05609574913978577,1.917640209197998,55.5221061706543,107.2655258178711,261.834228515625,1.7064685821533203
densenet121,CNN,BIM,0,-0.18767447769641876,0.2565484046936035,27.299013137817383,41.63880157470703,84.6771469116211,0.4714035987854004
densenet121,CNN,BIM,1,-0.0551125705242157,0.06713493913412094,64.0971450805664,55.035926818847656,288.278076171875,2.2231924533843994
densenet121,CNN,BIM,0,-0.06813477724790573,0.003392372280359268,16.426593780517578,14.036029815673828,96.28853607177734,0.5195717811584473
densenet121,CNN,BIM,1,-0.041767656803131104,0.060971371829509735,26.97494888305664,14.44575309753418,159.80186462402344,0.8730053901672363
densenet121,CNN,BIM,0,-0.1442061811685562,0.605762779712677,14.849853515625,41.419925689697266,89.67676544189453,0.4409956932067871
densenet121,CNN,BIM,1,-0.052998192608356476,1.4237004518508911,43.82761001586914,39.60951232910156,189.27833557128906,1.1697168350219727
densenet121,CNN,BIM,0,-0.1051006019115448,0.053241878747940063,15.613664627075195,14.8388090133667,82.40140533447266,0.4399890899658203
densenet121,CNN,BIM,1,-0.04622797667980194,1.0098137855529785,56.332027435302734,15.281952857971191,270.8331604003906,2.191455841064453
densenet121,CNN,BIM,0,-0.3198869228363037,0.1911846250295639,40.82584762573242,46.105125427246094,99.87132263183594,0.4677853584289551
densenet121,CNN,BIM,1,-0.05803867429494858,0.7663868069648743,54.589237213134766,54.468505859375,195.23704528808594,0.943544864654541
densenet121,CNN,BIM,0,-0.07638965547084808,0.003895323956385255,30.43994903564453,46.10823059082031,116.63485717773438,0.5314550399780273
densenet121,CNN,BIM,1,-0.04118560999631882,1.22247314453125,34.149757385253906,42.71239471435547,157.5754852294922,0.8796496391296387
densenet121,CNN,RFGSM,0,-0.18637849390506744,0.8113887310028076,34.04628372192383,22.63553237915039,92.58778381347656,0.4858732223510742
densenet121,CNN,RFGSM,1,-0.05283874273300171,0.07171184569597244,33.51780319213867,24.814998626708984,276.2243347167969,2.0656073093414307
densenet121,CNN,RFGSM,0,-0.05668889731168747,0.18513524532318115,25.98588752746582,58.95521926879883,119.52354431152344,0.6828293800354004
densenet121,CNN,RFGSM,1,-0.03308723866939545,0.14360453188419342,75.53601837158203,75.75274658203125,269.3528747558594,1.9887657165527344
densenet121,CNN,RFGSM,0,-0.08908279985189438,0.17166668176651,25.807668685913086,66.40815734863281,93.4860610961914,0.42563438415527344
densenet121,CNN,RFGSM,1,-0.0420118048787117,0.016520965844392776,29.789583206176758,77.61784362792969,207.70750427246094,1.4883241653442383
densenet121,CNN,RFGSM,0,-0.13942235708236694,0.4757896959781647,19.420087814331055,61.06050109863281,100.41816711425781,0.49310874938964844
densenet121,CNN,RFGSM,1,-0.04858245700597763,0.4681737422943115,72.8761978149414,56.17209243774414,286.8851013183594,1.7991223335266113
densenet121,CNN,RFGSM,0,-0.06987792998552322,0.8733448386192322,24.41121482849121,63.867462158203125,105.7373275756836,0.5293912887573242
densenet121,CNN,RFGSM,1,-0.037322998046875,0.24097901582717896,66.43891906738281,72.3427505493164,265.8325500488281,1.7098984718322754
densenet121,CNN,RFGSM,0,-0.28386515378952026,0.7510745525360107,35.698856353759766,36.80599594116211,100.12351989746094,0.4615907669067383
densenet121,CNN,RFGSM,1,-0.0585809201002121,0.05025922507047653,43.28633499145508,32.45740509033203,210.94500732421875,1.1916170120239258
densenet121,CNN,RFGSM,0,-0.059766240417957306,1.0045894384384155,41.92133712768555,52.05864334106445,98.9970474243164,0.4971885681152344
densenet121,CNN,RFGSM,1,-0.032948412001132965,0.0015652687288820744,55.97205352783203,56.840293884277344,214.69866943359375,1.7211241722106934
densenet121,CNN,RFGSM,0,-0.12668651342391968,1.4157438278198242,37.58799362182617,40.74462127685547,132.45848083496094,0.5785536766052246
densenet121,CNN,RFGSM,1,-0.04638028144836426,0.15211057662963867,124.0296401977539,40.04594421386719,310.2037353515625,2.5126068592071533
densenet121,CNN,RFGSM,0,-0.07910147309303284,0.014658987522125244,27.050703048706055,44.220245361328125,93.49365997314453,0.4916667938232422
densenet121,CNN,RFGSM,1,-0.0403289794921875,0.49650174379348755,45.34018325805664,41.80095291137695,188.38522338867188,1.3374309539794922
densenet121,CNN,RFGSM,0,-0.02922642230987549,1.9423373937606812,36.79662322998047,49.70585632324219,124.43577575683594,0.5625519752502441
densenet121,CNN,RFGSM,1,-0.01911921054124832,1.830014944076538,30.016590118408203,36.45985794067383,229.6496124267578,2.2789909839630127
densenet121,CNN,RFGSM,0,-0.011715047061443329,0.01804930716753006,39.82373046875,33.41746139526367,141.85940551757812,0.5599608421325684
densenet121,CNN,RFGSM,1,-0.010528266429901123,0.5831504464149475,48.73393630981445,30.945140838623047,210.40634155273438,1.5166969299316406
densenet121,CNN,RFGSM,0,-0.12382975220680237,0.000716785027179867,18.999956130981445,75.80131530761719,110.35891723632812,0.5232186317443848
densenet121,CNN,RFGSM,1,-0.049192823469638824,0.029158635064959526,31.727428436279297,60.10474395751953,172.60400390625,1.1476759910583496
densenet121,CNN,RFGSM,0,-0.1857709288597107,0.1470722109079361,18.219375610351562,13.82309627532959,112.25094604492188,0.5200901031494141
densenet121,CNN,RFGSM,1,-0.05231500416994095,0.0019847939256578684,43.48782730102539,13.371671676635742,196.08377075195312,1.6843042373657227
densenet121,CNN,RFGSM,0,-0.15424326062202454,0.032429128885269165,15.040384292602539,23.790571212768555,81.37394714355469,0.47226572036743164
densenet121,CNN,RFGSM,1,-0.05415515601634979,0.03137441352009773,20.585721969604492,25.802818298339844,155.08518981933594,0.916867733001709
densenet121,CNN,RFGSM,0,-0.24604083597660065,0.14017343521118164,23.7955379486084,24.865249633789062,96.32439422607422,0.48395299911499023
densenet121,CNN,RFGSM,1,-0.05384492129087448,0.4417712688446045,46.00028991699219,23.076696395874023,227.54922485351562,1.5933170318603516
densenet121,CNN,RFGSM,0,-0.08447127044200897,0.0003690989105962217,27.379798889160156,18.78240394592285,139.44851684570312,0.7518887519836426
densenet121,CNN,RFGSM,1,-0.04205199331045151,0.7384842038154602,38.21641540527344,24.775968551635742,240.15786743164062,2.328057289123535
densenet121,CNN,RFGSM,0,-0.02737538516521454,0.5767971873283386,40.47023010253906,80.65935516357422,119.2411117553711,0.5590314865112305
densenet121,CNN,RFGSM,1,-0.021005861461162567,0.09462867677211761,56.051231384277344,90.46943664550781,336.76690673828125,2.7244935035705566
densenet121,CNN,RFGSM,0,-0.11469145119190216,0.649724543094635,22.500741958618164,27.999391555786133,91.56522369384766,0.502293586730957
densenet121,CNN,RFGSM,1,-0.04741886258125305,0.07758451998233795,43.95665740966797,38.49656295776367,250.0260772705078,1.9184885025024414
densenet121,CNN,RFGSM,0,-0.21378988027572632,0.4326881170272827,28.57984161376953,49.3785400390625,118.46437072753906,0.5458354949951172
densenet121,CNN,RFGSM,1,-0.05411923676729202,1.9917558431625366,60.63177490234375,51.83076858520508,253.79806518554688,1.4160637855529785
densenet121,CNN,RFGSM,0,-0.12634515762329102,0.12417390942573547,19.01760482788086,26.536672592163086,109.50458526611328,0.5137567520141602
densenet121,CNN,RFGSM,1,-0.04701527953147888,0.6221497654914856,32.02379608154297,57.03794479370117,245.66200256347656,1.8042984008789062
densenet121,CNN,RFGSM,0,-0.05246896296739578,1.489943504333496,21.860939025878906,38.65132522583008,118.9676284790039,0.6216583251953125
densenet121,CNN,RFGSM,1,-0.031596921384334564,0.01416020654141903,30.72297477722168,42.81459045410156,328.2351989746094,3.4577789306640625
densenet121,CNN,RFGSM,0,-0.15992814302444458,1.2392799854278564,28.12389373779297,43.60475540161133,111.18267059326172,0.5182361602783203
densenet121,CNN,RFGSM,1,-0.05806395411491394,0.04839522764086723,49.50697326660156,48.64754104614258,255.51312255859375,2.0584654808044434
densenet121,CNN,RFGSM,0,-0.24610891938209534,0.07833787798881531,30.10879898071289,51.05386734008789,85.98302459716797,0.4315509796142578
densenet121,CNN,RFGSM,1,-0.05300100892782211,0.06703220307826996,47.45000076293945,80.93661499023438,247.90573120117188,1.858036994934082
densenet121,CNN,RFGSM,0,-0.05470447242259979,0.0006972483824938536,9.828593254089355,10.236958503723145,59.988101959228516,0.5123896598815918
densenet121,CNN,RFGSM,1,-0.03184819966554642,1.5099653005599976,33.87839126586914,12.23981761932373,171.579345703125,1.2705135345458984
densenet121,CNN,RFGSM,0,-0.033696748316287994,0.0342022180557251,15.797107696533203,19.25103759765625,100.64196014404297,0.5546751022338867
densenet121,CNN,RFGSM,1,-0.023626379668712616,0.0033267890103161335,26.690584182739258,17.815832138061523,186.18869018554688,1.2397475242614746
densenet121,CNN,RFGSM,0,-0.09846816956996918,1.3749759197235107,23.270376205444336,76.42598724365234,101.10242462158203,0.46651601791381836
densenet121,CNN,RFGSM,1,-0.04305312782526016,3.423140810809855e-07,82.25353240966797,86.90977478027344,323.8002014160156,2.500110387802124
densenet121,CNN,RFGSM,0,-0.09948220103979111,0.010964760556817055,15.57297134399414,44.16551971435547,114.14823913574219,0.5382752418518066
densenet121,CNN,RFGSM,1,-0.04453912377357483,0.29850292205810547,45.2250862121582,39.28851318359375,209.33680725097656,1.6480207443237305
densenet121,CNN,RFGSM,0,-0.043277136981487274,0.5633575320243835,26.874927520751953,40.529693603515625,80.35541534423828,0.3990597724914551
densenet121,CNN,RFGSM,1,-0.02693203091621399,0.767098605632782,27.16114616394043,47.89813995361328,206.9622039794922,1.7226929664611816
densenet121,CNN,RFGSM,0,-0.07714692503213882,0.49359139800071716,22.017807006835938,39.40959548950195,106.47974395751953,0.4891939163208008
densenet121,CNN,RFGSM,1,-0.03799866884946823,0.18792098760604858,25.022546768188477,39.77888870239258,165.1720428466797,0.8011441230773926
densenet121,CNN,RFGSM,0,-0.13403475284576416,1.3020684719085693,29.809497833251953,43.75758743286133,108.9532470703125,0.4736790657043457
densenet121,CNN,RFGSM,1,-0.04693728685379028,4.036685641040094e-05,71.5175552368164,38.32470703125,327.3702697753906,2.6257987022399902
densenet121,CNN,RFGSM,0,-0.09241162240505219,0.02480870485305786,15.737776756286621,45.56024932861328,106.70274353027344,0.5439395904541016
densenet121,CNN,RFGSM,1,-0.04548442363739014,0.059827063232660294,25.912567138671875,37.214290618896484,183.5647735595703,1.340756893157959
densenet121,CNN,RFGSM,0,-0.1616385281085968,0.8145257830619812,18.66908836364746,91.69998931884766,94.9013900756836,0.4785957336425781
densenet121,CNN,RFGSM,1,-0.06011168658733368,0.010785376653075218,31.657670974731445,105.87312316894531,216.49142456054688,1.8225736618041992
densenet121,CNN,RFGSM,0,-0.21987447142601013,0.40368497371673584,36.583003997802734,38.924320220947266,109.59444427490234,0.4969139099121094
densenet121,CNN,RFGSM,1,-0.053594209253787994,0.7383254766464233,42.83217239379883,50.550289154052734,212.8140106201172,1.4210758209228516
densenet121,CNN,RFGSM,0,-0.6508675217628479,0.7034475803375244,36.157875061035156,62.82469940185547,103.76390075683594,0.5186567306518555
densenet121,CNN,RFGSM,1,-0.05976231396198273,0.010926226153969765,60.3197021484375,57.34447479248047,250.05735778808594,1.9512977600097656
densenet121,CNN,RFGSM,0,-0.29232507944107056,0.03709351643919945,15.334421157836914,15.960931777954102,83.8724365234375,0.4872722625732422
densenet121,CNN,RFGSM,1,-0.06850540637969971,1.6064555644989014,55.449424743652344,17.02126693725586,228.83274841308594,1.556776523590088
densenet121,CNN,RFGSM,0,-0.04610184580087662,0.09562452137470245,17.611295700073242,81.41130065917969,108.17993927001953,0.5725564956665039
densenet121,CNN,RFGSM,1,-0.02915775775909424,0.032322682440280914,27.822067260742188,78.12245178222656,167.4725799560547,1.1381092071533203
densenet121,CNN,RFGSM,0,-0.10737717151641846,1.390228509902954,32.25857925415039,24.887693405151367,96.08269500732422,0.4570956230163574
densenet121,CNN,RFGSM,1,-0.04481809586286545,0.7600363492965698,58.89419937133789,35.78326416015625,302.3317565917969,2.2683615684509277
densenet121,CNN,RFGSM,0,-0.09246495366096497,9.029213833855465e-05,40.39847946166992,80.62251281738281,151.36778259277344,0.6776833534240723
densenet121,CNN,RFGSM,1,-0.04207400232553482,0.10468573868274689,42.70635986328125,75.27304077148438,191.41639709472656,1.2165112495422363
densenet121,CNN,RFGSM,0,-0.3183151185512543,1.0382506847381592,27.597126007080078,78.30797576904297,108.75883483886719,0.49609899520874023
densenet121,CNN,RFGSM,1,-0.054322250187397,0.011779597960412502,59.816925048828125,91.27698516845703,291.7920227050781,2.1959245204925537
densenet121,CNN,RFGSM,0,-0.1494949460029602,0.9210339188575745,20.96868133544922,52.05312728881836,117.56059265136719,0.5851225852966309
densenet121,CNN,RFGSM,1,-0.051556602120399475,3.204213862773031e-05,39.140342712402344,41.555397033691406,267.7074890136719,2.655028820037842
densenet121,CNN,RFGSM,0,-0.18907329440116882,0.08402125537395477,22.627004623413086,51.31055450439453,106.33768463134766,0.5005350112915039
densenet121,CNN,RFGSM,1,-0.05215979367494583,0.006412623915821314,61.658668518066406,41.97647476196289,252.52223205566406,1.747756004333496
densenet121,CNN,RFGSM,0,-0.1547168344259262,1.7866392135620117,38.01301193237305,101.02728271484375,107.66217041015625,0.4650611877441406
densenet121,CNN,RFGSM,1,-0.0483497753739357,0.07676737010478973,47.65996170043945,114.11753845214844,271.0806884765625,1.7237906455993652
densenet121,CNN,RFGSM,0,-0.07304064929485321,0.00431463960558176,12.608909606933594,13.016057968139648,96.06018829345703,0.5563735961914062
densenet121,CNN,RFGSM,1,-0.03816983103752136,0.03476214408874512,27.518970489501953,11.418556213378906,148.53004455566406,0.9801206588745117
densenet121,CNN,RFGSM,0,-0.0805947408080101,0.22245775163173676,21.59355926513672,65.41024780273438,119.6672134399414,0.6183128356933594
densenet121,CNN,RFGSM,1,-0.040691837668418884,1.9976733922958374,28.492116928100586,75.70487213134766,191.06362915039062,1.4412970542907715
densenet121,CNN,RFGSM,0,-0.08102665096521378,0.5298064947128296,22.377685546875,61.4344482421875,103.29402160644531,0.4991016387939453
densenet121,CNN,RFGSM,1,-0.049412526190280914,1.8228883743286133,40.90395736694336,36.474143981933594,247.2139892578125,1.8654003143310547
densenet121,CNN,RFGSM,0,-0.08469734340906143,1.6740367412567139,26.17525291442871,45.744503021240234,126.51831817626953,0.5252647399902344
densenet121,CNN,RFGSM,1,-0.04361168295145035,1.467928171157837,38.000667572021484,36.91599655151367,207.02976989746094,1.725433349609375
densenet121,CNN,RFGSM,0,-0.03594022989273071,3.9136240957304835e-05,33.90953826904297,82.19163513183594,135.32386779785156,0.5819907188415527
