classifier,metric,label,score
resnet50,raw_var,0,1305879040.0
resnet50,raw_var,1,363404320.0
resnet50,score_norm,0,216.134765625
resnet50,score_norm,1,319.227294921875
resnet50,cpop,0,0.1808844655752182
resnet50,cpop,1,0.043979570269584656
resnet50,raw_var,0,824793024.0
resnet50,raw_var,1,309494944.0
resnet50,score_norm,0,218.4091796875
resnet50,score_norm,1,295.55938720703125
resnet50,cpop,0,0.1407841593027115
resnet50,cpop,1,0.043691232800483704
resnet50,raw_var,0,655232128.0
resnet50,raw_var,1,295559616.0
resnet50,score_norm,0,226.656982421875
resnet50,score_norm,1,289.590087890625
resnet50,cpop,0,0.1235712543129921
resnet50,cpop,1,0.04266046732664108
resnet50,raw_var,0,753268352.0
resnet50,raw_var,1,316528736.0
resnet50,score_norm,0,263.6316833496094
resnet50,score_norm,1,303.2087097167969
resnet50,cpop,0,0.6137486696243286
resnet50,cpop,1,0.07376140356063843
resnet50,raw_var,0,2306173440.0
resnet50,raw_var,1,636811008.0
resnet50,score_norm,0,109.56477355957031
resnet50,score_norm,1,324.4966125488281
resnet50,cpop,0,0.1117592602968216
resnet50,cpop,1,0.03910370171070099
resnet50,raw_var,0,594906688.0
resnet50,raw_var,1,264468064.0
resnet50,score_norm,0,246.78265380859375
resnet50,score_norm,1,289.814697265625
resnet50,cpop,0,0.06089583784341812
resnet50,cpop,1,0.0301503986120224
resnet50,raw_var,0,170038688.0
resnet50,raw_var,1,97230864.0
resnet50,score_norm,0,183.11582946777344
resnet50,score_norm,1,200.4939727783203
resnet50,cpop,0,0.2084181010723114
resnet50,cpop,1,0.05646395683288574
