classifier,arch_type,eps255,sid,label,cpop,fs,lid,lid_ext,fs_bit1,fs_bit2,fs_bit3,fs_bit5,fs_median3,fs_median5,fs_avgpool3
resnet50,CNN,2,46,0,-0.03588879853487015,0.2588714361190796,82.19163513183594,82.19163513183594,0.26056569814682007,0.370863676071167,0.1849774867296219,0.05916336551308632,0.02775125950574875,0.056276991963386536,0.2588714361190796
resnet50,CNN,2,46,1,-0.030919186770915985,1.0439438819885254,22.493051528930664,22.493051528930664,1.387993335723877,1.0570671558380127,1.0439438819885254,0.12170403450727463,0.7599285840988159,1.4707446098327637,0.7696745991706848
resnet50,CNN,2,47,0,-0.10274406522512436,0.3725816011428833,43.87948989868164,43.87948989868164,0.8454961776733398,0.3423902094364166,0.3725816011428833,0.1054181307554245,0.34740063548088074,0.48096147179603577,0.3247016370296478
resnet50,CNN,2,47,1,-0.07013945281505585,1.9945294857025146,56.15904998779297,56.15904998779297,1.9810630083084106,1.9943519830703735,1.9945294857025146,0.01858407072722912,1.9683115482330322,1.995597243309021,1.958166480064392
resnet50,CNN,2,48,0,-0.19491258263587952,0.4322282671928406,30.67345428466797,30.67345428466797,1.330322027206421,0.24059763550758362,0.4322282671928406,0.05000884830951691,0.16708076000213623,0.3229479491710663,0.2123548686504364
resnet50,CNN,2,48,1,-0.09280258417129517,1.2828130722045898,29.304418563842773,29.304418563842773,0.6860979199409485,1.5205403566360474,1.148098349571228,0.23600628972053528,0.7705785036087036,1.4606013298034668,1.2828130722045898
resnet50,CNN,2,49,0,-0.08040336519479752,0.3070443868637085,58.34257125854492,58.34257125854492,0.8322658538818359,0.38965678215026855,0.3070443868637085,0.0623154416680336,0.5217965841293335,0.5057538747787476,0.2817509174346924
resnet50,CNN,2,49,1,-0.06097280979156494,1.8650987148284912,144.19618225097656,144.19618225097656,1.9912447929382324,1.9491701126098633,1.466022253036499,2.2634030756307766e-05,1.945155382156372,1.994592308998108,1.8650987148284912
resnet50,CNN,2,50,0,-0.1635700762271881,0.1714448630809784,45.91796112060547,45.91796112060547,0.4170982837677002,0.15068656206130981,0.10639379173517227,0.01611468195915222,0.027665987610816956,0.13347551226615906,0.1714448630809784
resnet50,CNN,2,50,1,-0.08951206505298615,1.0255168676376343,55.36393737792969,55.36393737792969,1.1069936752319336,1.2065895795822144,1.0255168676376343,0.338685542345047,0.6459487676620483,1.0212805271148682,0.8227680325508118
resnet50,CNN,2,51,0,-0.2209499180316925,0.14244920015335083,41.590999603271484,41.590999603271484,1.0216131210327148,0.19321702420711517,0.14244920015335083,0.0576750710606575,0.09135176241397858,0.17755486071109772,0.13121914863586426
resnet50,CNN,2,51,1,-0.10536936670541763,0.7285162806510925,21.219066619873047,21.219066619873047,1.5340569019317627,0.8302268981933594,0.7285162806510925,0.2922208309173584,0.4590192139148712,0.7977442741394043,0.6263665556907654
